run-1-1-n50.csv, 400.08798620699963
run-1-2-n50.csv, 400.0526716960012
run-1-3-n50.csv, 396.0145920639916
run-1-4-n50.csv, 396.0960365810024
run-1-5-n50.csv, 389.8387228100037
run-2-1-n50.csv, 395.94931760799955
run-2-2-n50.csv, 391.9946557140065
run-2-3-n50.csv, 406.171046190997
run-2-4-n50.csv, 406.1364406369976
run-2-5-n50.csv, 400.13662651600316
run-3-1-n50.csv, 414.73188356000173
run-3-2-n50.csv, 416.4697571419965
run-3-3-n50.csv, 412.3488608309999
run-3-4-n50.csv, 412.23745784499624
run-3-5-n50.csv, 408.2214470309991
run-4-1-n50.csv, 406.17724461200123
run-4-2-n50.csv, 414.4746390829969
run-4-3-n50.csv, 408.2049679400079
run-4-4-n50.csv, 422.71237168200605
run-4-5-n50.csv, 396.0926081840007
run-5-1-n50.csv, 393.9969164849899
run-5-2-n50.csv, 393.9998323960026
run-6-1-n50.csv, 397.9729540459957
run-6-2-n50.csv, 402.0524213019962
run-6-3-n50.csv, 410.3084923569986
run-7-1-n50.csv, 402.11912647800636
run-7-2-n50.csv, 398.1464588059898
run-7-3-n50.csv, 393.90124256399577
