1.448246048406998110e-01,4.698736324887137217e-02,3.489519717470444121e-02,2.931424101350343925e-02,7.332090023810333701e-02,6.215279209915980374e-02,6.377407277742352942e-02,7.887415064146141574e-04,1.801547619685534007e-02,6.159963599492779274e-03,3.807329288712315435e-02,3.703163339728177128e-02,7.083948410530499507e-02,3.258854946162237365e-03,-4.269900628857418168e-01
1.378741961644776304e-01,4.497077379414789189e-02,3.709563825375768870e-02,3.666884457110790307e-02,4.003417545869894512e-02,3.918011427936420737e-02,3.930409883170590812e-02,3.448740780070416734e-02,3.580479165504748401e-02,3.489816244403420864e-02,3.733867746312227731e-02,3.725901840884996569e-02,3.984441357938763029e-02,4.111197778897334246e-03,-3.964249553379444180e-01
1.312742885793131975e-01,4.278845709046245199e-02,3.558631254059731880e-02,3.555367425384350216e-02,3.581103193976034604e-02,3.574571913216824381e-02,3.575520062998997078e-02,3.538685276200295021e-02,3.548759734598075366e-02,3.541826449179059227e-02,3.560489853127649790e-02,3.559880674697515901e-02,3.579652023800915933e-02,4.609588957367917114e-03,-3.679706580941792260e-01
1.249882089546581893e-01,4.075519310582041699e-02,3.391834230385668697e-02,3.391584634900652456e-02,3.393552731967858921e-02,3.393053263904120820e-02,3.393125771970041671e-02,3.390308897252993642e-02,3.391079323516182215e-02,3.390549112862062398e-02,3.391976363439190567e-02,3.391929777603703428e-02,3.393441756313275715e-02,5.081157443282626092e-03,-3.415023629995598831e-01
1.190042515714093418e-01,3.886382550809975439e-02,3.235703213631854758e-02,3.235684126261671734e-02,3.235834632979672082e-02,3.235796437049059254e-02,3.235801981974262276e-02,3.235586566497178351e-02,3.235645483473513495e-02,3.235604936558053590e-02,3.235714083003982111e-02,3.235710520435183118e-02,3.235826146314137869e-02,5.530285707613645865e-03,-3.168808889235495974e-01
5.218539560867182514e-01,4.456473501044320162e-01,4.394565369999131610e-01,4.394565224031867223e-01,4.394566375005188319e-01,4.394566082908611948e-01,4.394566125312439619e-01,4.394564477960943849e-01,4.394564928518027158e-01,4.394564618442712844e-01,4.394565453120719001e-01,4.394565425876608700e-01,4.394566310104924267e-01,4.145007513248211706e-01,1.145662912827305480e-01
5.164401990470985915e-01,4.440106613927389256e-01,4.381234729468949651e-01,4.381234718306362685e-01,4.381234806324997288e-01,4.381234783987431602e-01,4.381234787230188776e-01,4.381234661251917073e-01,4.381234695707467708e-01,4.381234671995010155e-01,4.381234735825524362e-01,4.381234733742079279e-01,4.381234801361865161e-01,4.149075231918597506e-01,1.358737917749426871e-01
5.112947669116767457e-01,4.424880738089708165e-01,4.368924294223360261e-01,4.368924293369721989e-01,4.368924300100788805e-01,4.368924298392564132e-01,4.368924298640547987e-01,4.368924289006584361e-01,4.368924291641511082e-01,4.368924289828142737e-01,4.368924294709467526e-01,4.368924294550139975e-01,4.368924299721241855e-01,4.152943291843110840e-01,1.556964936034535008e-01
5.064067035429405950e-01,4.410715869736648864e-01,4.357556066663989536e-01,4.357556066598708977e-01,4.357556067113455001e-01,4.357556066982821719e-01,4.357556067001786548e-01,4.357556066265045325e-01,4.357556066466546918e-01,4.357556066327872846e-01,4.357556066701163133e-01,4.357556066688978436e-01,4.357556067084430440e-01,4.156619647670513618e-01,1.741384592536828757e-01
5.017652627819716438e-01,4.397537647699359398e-01,4.347057938828203238e-01,4.347057938823211121e-01,4.347057938862575743e-01,4.347057938852585401e-01,4.347057938854035908e-01,4.347057938797694865e-01,4.347057938813104760e-01,4.347057938802499355e-01,4.347057938831045965e-01,4.347057938830114487e-01,4.347057938860355297e-01,4.160112125913238978e-01,1.912964150680455111e-01
